Customer_ID,Recency,Frequency,Monetary,Average_Purchase_Value,Lifetime_Value_Proxy,Cluster,Customer_Type
C10375,21,10,28353.91,2835.391,28353.91,3,Potential / Growing
C10376,10,7,14095.54,2013.6485714285716,14095.54,0,Potential / Growing
C10377,19,9,14291.15,1587.9055555555556,14291.15,0,Potential / Growing
C10378,43,10,14876.22,1487.6219999999998,14876.22,2,At-Risk / Low Value
C10379,10,10,13109.68,1310.968,13109.68,0,Potential / Growing
C10380,26,11,39515.67,3592.3336363636363,39515.67,1,Champions / High Value
C10381,23,6,12969.050000000001,2161.5083333333337,12969.050000000001,0,Potential / Growing
C10382,23,15,24856.11,1657.074,24856.11,1,Champions / High Value
C10383,27,9,19923.2,2213.688888888889,19923.2,3,Potential / Growing
C10384,4,5,9921.84,1984.368,9921.84,0,Potential / Growing
C10385,11,10,20113.99,2011.3990000000001,20113.99,3,Potential / Growing
C10386,55,6,9178.07,1529.6783333333333,9178.07,2,At-Risk / Low Value
C10387,7,5,5858.63,1171.726,5858.63,0,Potential / Growing
C10388,26,4,6645.39,1661.3475,6645.39,0,Potential / Growing
C10389,19,12,19714.14,1642.845,19714.14,3,Potential / Growing
C10390,11,10,19969.17,1996.917,19969.17,3,Potential / Growing
C10391,21,16,19485.95,1217.871875,19485.95,3,Potential / Growing
C10392,24,12,22365.01,1863.7508333333333,22365.01,3,Potential / Growing
C10393,18,11,16454.670000000002,1495.879090909091,16454.670000000002,3,Potential / Growing
C10394,1,8,12640.57,1580.07125,12640.57,0,Potential / Growing
C10395,4,11,22652.73,2059.339090909091,22652.73,3,Potential / Growing
C10396,22,6,11928.33,1988.055,11928.33,0,Potential / Growing
C10397,21,7,16649.27,2378.467142857143,16649.27,0,Potential / Growing
C10398,9,10,20318.059999999998,2031.8059999999998,20318.059999999998,3,Potential / Growing
C10399,26,6,15044.6,2507.4333333333334,15044.6,0,Potential / Growing
C10400,17,10,14172.31,1417.231,14172.31,0,Potential / Growing
C10401,5,9,34227.33,3803.036666666667,34227.33,3,Potential / Growing
C10402,10,11,31233.3,2839.390909090909,31233.3,3,Potential / Growing
C10403,16,7,11434.43,1633.49,11434.43,0,Potential / Growing
C10404,40,13,20643.3,1587.9461538461537,20643.3,2,At-Risk / Low Value
C10405,21,5,12758.74,2551.748,12758.74,0,Potential / Growing
C10406,27,11,13676.45,1243.3136363636365,13676.45,3,Potential / Growing
C10407,2,9,24840.08,2760.008888888889,24840.08,3,Potential / Growing
C10408,1,8,19136.41,2392.05125,19136.41,0,Potential / Growing
C10409,15,13,24123.6,1855.6615384615384,24123.6,3,Potential / Growing
C10410,30,7,24798.989999999998,3542.712857142857,24798.989999999998,2,At-Risk / Low Value
C10411,3,10,12871.029999999999,1287.1029999999998,12871.029999999999,0,Potential / Growing
C10412,28,5,17573.8,3514.7599999999998,17573.8,2,At-Risk / Low Value
C10413,22,9,12967.56,1440.84,12967.56,0,Potential / Growing
C10414,3,7,6602.570000000001,943.2242857142858,6602.570000000001,0,Potential / Growing
C10415,6,9,15274.98,1697.22,15274.98,0,Potential / Growing
C10416,2,8,24278.73,3034.84125,24278.73,3,Potential / Growing
C10417,1,4,13140.57,3285.1425,13140.57,0,Potential / Growing
C10418,21,10,21654.16,2165.416,21654.16,3,Potential / Growing
C10419,3,11,25199.39,2290.8536363636363,25199.39,3,Potential / Growing
C10420,24,6,8784.61,1464.1016666666667,8784.61,0,Potential / Growing
C10421,18,5,17133.09,3426.618,17133.09,0,Potential / Growing
C10422,3,9,19886.68,2209.6311111111113,19886.68,3,Potential / Growing
C10423,4,9,17488.61,1943.1788888888889,17488.61,0,Potential / Growing
C10424,22,11,16246.6,1476.9636363636364,16246.6,3,Potential / Growing
C10425,11,11,14613.69,1328.5172727272727,14613.69,3,Potential / Growing
C10426,36,12,26227.9,2185.6583333333333,26227.9,3,Potential / Growing
C10427,22,8,15384.77,1923.09625,15384.77,0,Potential / Growing
C10428,14,9,20572.76,2285.862222222222,20572.76,3,Potential / Growing
C10429,18,6,12384.529999999999,2064.088333333333,12384.529999999999,0,Potential / Growing
C10430,1,12,31720.15,2643.3458333333333,31720.15,1,Champions / High Value
C10431,15,11,18124.36,1647.669090909091,18124.36,3,Potential / Growing
C10432,1,8,20367.22,2545.9025,20367.22,0,Potential / Growing
C10433,9,13,31135.190000000002,2395.0146153846154,31135.190000000002,1,Champions / High Value
C10434,4,8,14530.36,1816.295,14530.36,0,Potential / Growing
C10435,8,10,19237.7,1923.77,19237.7,3,Potential / Growing
C10436,22,9,14954.630000000001,1661.6255555555556,14954.630000000001,0,Potential / Growing
C10437,14,10,16526.64,1652.664,16526.64,3,Potential / Growing
C10438,6,10,17465.17,1746.5169999999998,17465.17,3,Potential / Growing
C10439,1,6,10207.0,1701.1666666666667,10207.0,0,Potential / Growing
C10440,5,18,47645.78,2646.987777777778,47645.78,1,Champions / High Value
C10441,16,9,33106.35,3678.483333333333,33106.35,3,Potential / Growing
C10442,15,14,40871.8,2919.414285714286,40871.8,1,Champions / High Value
C10443,5,16,30029.94,1876.87125,30029.94,1,Champions / High Value
C10444,31,7,27391.96,3913.137142857143,27391.96,2,At-Risk / Low Value
C10445,1,7,11885.289999999999,1697.8985714285714,11885.289999999999,0,Potential / Growing
C10446,3,12,19088.25,1590.6875,19088.25,3,Potential / Growing
C10447,5,11,18587.22,1689.7472727272727,18587.22,3,Potential / Growing
C10448,5,14,25283.370000000003,1805.9550000000002,25283.370000000003,1,Champions / High Value
C10449,17,11,21019.66,1910.8781818181817,21019.66,3,Potential / Growing
C10450,13,16,28323.19,1770.199375,28323.19,1,Champions / High Value
C10451,10,11,22938.86,2085.350909090909,22938.86,3,Potential / Growing
C10452,2,11,28862.98,2623.907272727273,28862.98,3,Potential / Growing
C10453,7,10,18196.78,1819.6779999999999,18196.78,3,Potential / Growing
C10454,5,10,17010.0,1701.0,17010.0,3,Potential / Growing
C10455,10,13,28113.25,2162.5576923076924,28113.25,1,Champions / High Value
C10456,7,6,11701.39,1950.2316666666666,11701.39,0,Potential / Growing
C10457,1,16,22077.52,1379.845,22077.52,1,Champions / High Value
C10458,9,15,28440.79,1896.0526666666667,28440.79,1,Champions / High Value
C10459,4,9,14447.21,1605.2455555555555,14447.21,0,Potential / Growing
C10460,42,8,20322.489999999998,2540.3112499999997,20322.489999999998,2,At-Risk / Low Value
C10461,25,7,20689.989999999998,2955.712857142857,20689.989999999998,0,Potential / Growing
C10462,3,16,42401.75,2650.109375,42401.75,1,Champions / High Value
C10463,9,13,26159.06,2012.2353846153846,26159.06,3,Potential / Growing
C10464,5,11,32530.64,2957.3309090909092,32530.64,1,Champions / High Value
C10465,32,5,6268.74,1253.748,6268.74,2,At-Risk / Low Value
C10466,5,12,25599.46,2133.2883333333334,25599.46,3,Potential / Growing
C10467,7,10,23090.170000000002,2309.0170000000003,23090.170000000002,3,Potential / Growing
C10468,6,12,28991.85,2415.9874999999997,28991.85,1,Champions / High Value
C10469,14,11,29943.64,2722.149090909091,29943.64,3,Potential / Growing
C10470,24,9,19998.309999999998,2222.034444444444,19998.309999999998,3,Potential / Growing
C10471,27,8,23200.87,2900.10875,23200.87,3,Potential / Growing
C10472,30,13,49762.06,3827.850769230769,49762.06,1,Champions / High Value
C10473,3,3,14040.66,4680.22,14040.66,0,Potential / Growing
C10474,11,7,15273.619999999999,2181.945714285714,15273.619999999999,0,Potential / Growing
C10475,3,7,15576.099999999999,2225.157142857143,15576.099999999999,0,Potential / Growing
C10476,2,11,29087.82,2644.347272727273,29087.82,3,Potential / Growing
C10477,12,13,39632.77,3048.674615384615,39632.77,1,Champions / High Value
C10478,5,10,17165.41,1716.541,17165.41,3,Potential / Growing
C10479,20,15,32573.28,2171.552,32573.28,1,Champions / High Value
C10480,10,19,40311.39,2121.652105263158,40311.39,1,Champions / High Value
C10481,6,11,15538.91,1412.6281818181817,15538.91,3,Potential / Growing
C10482,12,7,17251.45,2464.4928571428572,17251.45,0,Potential / Growing
C10483,4,8,25289.26,3161.1575,25289.26,3,Potential / Growing
C10484,4,13,41202.22,3169.4015384615386,41202.22,1,Champions / High Value
C10485,8,6,19243.329999999998,3207.2216666666664,19243.329999999998,0,Potential / Growing
C10486,35,3,3405.12,1135.04,3405.12,2,At-Risk / Low Value
C10487,3,8,11415.029999999999,1426.8787499999999,11415.029999999999,0,Potential / Growing
C10488,9,6,17095.73,2849.2883333333334,17095.73,0,Potential / Growing
C10489,8,10,15252.599999999999,1525.2599999999998,15252.599999999999,0,Potential / Growing
C10490,39,8,19073.32,2384.165,19073.32,2,At-Risk / Low Value
C10491,9,8,35873.03,4484.12875,35873.03,3,Potential / Growing
C10492,19,4,4059.15,1014.7875,4059.15,0,Potential / Growing
C10493,10,15,28388.230000000003,1892.5486666666668,28388.230000000003,1,Champions / High Value
C10494,9,6,14310.31,2385.0516666666667,14310.31,0,Potential / Growing
C10495,4,12,20869.95,1739.1625000000001,20869.95,3,Potential / Growing
C10496,28,14,26998.91,1928.4935714285714,26998.91,1,Champions / High Value
C10497,2,11,33290.090000000004,3026.3718181818185,33290.090000000004,1,Champions / High Value
C10498,43,7,14029.24,2004.1771428571428,14029.24,2,At-Risk / Low Value
C10499,1,12,28023.38,2335.2816666666668,28023.38,3,Potential / Growing
C10500,57,9,17743.58,1971.508888888889,17743.58,2,At-Risk / Low Value
C10501,7,15,25076.46,1671.764,25076.46,1,Champions / High Value
C10502,28,13,30087.69,2314.437692307692,30087.69,1,Champions / High Value
C10503,14,7,14594.56,2084.9371428571426,14594.56,0,Potential / Growing
C10504,18,10,12453.23,1245.3229999999999,12453.23,0,Potential / Growing
C10505,1,12,38009.35,3167.445833333333,38009.35,1,Champions / High Value
C10506,1,8,14095.849999999999,1761.9812499999998,14095.849999999999,0,Potential / Growing
C10507,5,14,26474.47,1891.0335714285716,26474.47,1,Champions / High Value
C10508,14,10,24652.59,2465.259,24652.59,3,Potential / Growing
C10509,22,11,23706.38,2155.1254545454544,23706.38,3,Potential / Growing
C10510,9,17,62219.29,3659.958235294118,62219.29,1,Champions / High Value
C10511,7,9,16752.28,1861.3644444444444,16752.28,0,Potential / Growing
C10512,6,15,37123.02,2474.868,37123.02,1,Champions / High Value
C10513,17,12,36871.96,3072.6633333333334,36871.96,1,Champions / High Value
C10514,8,7,12020.85,1717.2642857142857,12020.85,0,Potential / Growing
C10515,1,8,14393.369999999999,1799.1712499999999,14393.369999999999,0,Potential / Growing
C10516,27,15,32409.36,2160.6240000000003,32409.36,1,Champions / High Value
C10517,2,11,18253.48,1659.4072727272726,18253.48,3,Potential / Growing
C10518,17,8,17759.370000000003,2219.9212500000003,17759.370000000003,0,Potential / Growing
C10519,2,6,11709.01,1951.5016666666668,11709.01,0,Potential / Growing
C10520,3,10,26249.41,2624.941,26249.41,3,Potential / Growing
C10521,29,6,21613.21,3602.2016666666664,21613.21,2,At-Risk / Low Value
C10522,20,6,9469.19,1578.1983333333335,9469.19,0,Potential / Growing
C10523,4,13,25245.23,1941.940769230769,25245.23,3,Potential / Growing
C10524,6,8,19451.61,2431.45125,19451.61,0,Potential / Growing
C10525,38,9,11927.03,1325.2255555555557,11927.03,2,At-Risk / Low Value
C10526,17,8,17944.06,2243.0075,17944.06,0,Potential / Growing
C10527,23,10,18965.26,1896.5259999999998,18965.26,3,Potential / Growing
C10528,3,13,33866.16,2605.089230769231,33866.16,1,Champions / High Value
C10529,60,5,3077.63,615.5260000000001,3077.63,2,At-Risk / Low Value
C10530,4,7,26700.02,3814.2885714285717,26700.02,3,Potential / Growing
C10531,16,9,17947.13,1994.1255555555556,17947.13,0,Potential / Growing
C10532,13,11,27542.77,2503.8881818181817,27542.77,3,Potential / Growing
C10533,55,7,8985.99,1283.712857142857,8985.99,2,At-Risk / Low Value
C10534,2,5,7226.87,1445.374,7226.87,0,Potential / Growing
C10535,9,13,31950.739999999998,2457.7492307692305,31950.739999999998,1,Champions / High Value
C10536,11,7,10391.72,1484.5314285714285,10391.72,0,Potential / Growing
C10537,6,5,9216.94,1843.3880000000001,9216.94,0,Potential / Growing
C10538,6,12,28226.41,2352.2008333333333,28226.41,3,Potential / Growing
C10539,7,6,9759.24,1626.54,9759.24,0,Potential / Growing
C10540,3,7,12184.1,1740.5857142857144,12184.1,0,Potential / Growing
C10541,10,11,23633.84,2148.530909090909,23633.84,3,Potential / Growing
C10542,30,5,14428.239999999998,2885.6479999999997,14428.239999999998,2,At-Risk / Low Value
C10543,24,8,39117.33,4889.66625,39117.33,3,Potential / Growing
C10544,101,4,3798.79,949.6975,3798.79,2,At-Risk / Low Value
C10545,12,12,28568.420000000002,2380.701666666667,28568.420000000002,3,Potential / Growing
C10546,7,6,15855.33,2642.555,15855.33,0,Potential / Growing
C10547,16,13,31920.37,2455.413076923077,31920.37,1,Champions / High Value
C10548,11,11,31295.47,2845.0427272727275,31295.47,3,Potential / Growing
C10549,3,8,14482.9,1810.3625,14482.9,0,Potential / Growing
C10550,13,8,16566.05,2070.75625,16566.05,0,Potential / Growing
C10551,16,12,18717.57,1559.7975,18717.57,3,Potential / Growing
C10552,2,12,23067.07,1922.2558333333334,23067.07,3,Potential / Growing
C10553,35,15,38695.17,2579.678,38695.17,1,Champions / High Value
C10554,5,15,22668.1,1511.2066666666665,22668.1,1,Champions / High Value
C10555,5,8,11681.29,1460.16125,11681.29,0,Potential / Growing
C10556,12,16,35177.29,2198.580625,35177.29,1,Champions / High Value
C10557,10,14,36018.97,2572.7835714285716,36018.97,1,Champions / High Value
C10558,8,18,35837.31,1990.9616666666666,35837.31,1,Champions / High Value
C10559,8,12,27860.09,2321.6741666666667,27860.09,3,Potential / Growing
C10560,40,6,14966.35,2494.391666666667,14966.35,2,At-Risk / Low Value
C10561,2,14,21847.72,1560.5514285714287,21847.72,3,Potential / Growing
C10562,6,13,43376.270000000004,3336.6361538461542,43376.270000000004,1,Champions / High Value
C10563,11,10,16702.989999999998,1670.2989999999998,16702.989999999998,3,Potential / Growing
C10564,20,11,15475.77,1406.888181818182,15475.77,3,Potential / Growing
C10565,20,4,6199.61,1549.9025,6199.61,0,Potential / Growing
C10566,14,8,20653.5,2581.6875,20653.5,0,Potential / Growing
C10567,3,10,17561.17,1756.1169999999997,17561.17,3,Potential / Growing
C10568,3,9,14095.019999999999,1566.1133333333332,14095.019999999999,0,Potential / Growing
C10569,14,13,30683.079999999998,2360.2369230769227,30683.079999999998,1,Champions / High Value
C10570,3,5,8024.1900000000005,1604.8380000000002,8024.1900000000005,0,Potential / Growing
C10571,1,16,42562.41,2660.150625,42562.41,1,Champions / High Value
C10572,11,3,1921.53,640.51,1921.53,0,Potential / Growing
C10573,23,7,10882.970000000001,1554.7100000000003,10882.970000000001,0,Potential / Growing
C10574,80,5,6047.63,1209.526,6047.63,2,At-Risk / Low Value
C10575,4,17,36761.0,2162.4117647058824,36761.0,1,Champions / High Value
C10576,20,15,27367.26,1824.484,27367.26,1,Champions / High Value
C10577,1,15,30215.61,2014.374,30215.61,1,Champions / High Value
C10578,59,4,10265.529999999999,2566.3824999999997,10265.529999999999,2,At-Risk / Low Value
C10579,55,6,11215.88,1869.3133333333333,11215.88,2,At-Risk / Low Value
C10580,31,10,15759.44,1575.944,15759.44,2,At-Risk / Low Value
C10581,1,13,29137.71,2241.3623076923077,29137.71,1,Champions / High Value
C10582,19,13,18525.68,1425.0523076923077,18525.68,3,Potential / Growing
C10583,7,7,8355.970000000001,1193.7100000000003,8355.970000000001,0,Potential / Growing
C10584,55,6,8679.89,1446.6483333333333,8679.89,2,At-Risk / Low Value
C10585,6,13,30871.28,2374.713846153846,30871.28,1,Champions / High Value
C10586,24,7,15570.95,2224.421428571429,15570.95,0,Potential / Growing
C10587,3,10,22405.99,2240.599,22405.99,3,Potential / Growing
C10588,5,10,19936.800000000003,1993.6800000000003,19936.800000000003,3,Potential / Growing
C10589,49,7,9854.380000000001,1407.7685714285715,9854.380000000001,2,At-Risk / Low Value
C10590,1,13,42015.25,3231.9423076923076,42015.25,1,Champions / High Value
C10591,17,12,33679.17,2806.5975,33679.17,1,Champions / High Value
C10592,2,12,22796.76,1899.7299999999998,22796.76,3,Potential / Growing
C10593,27,10,17020.5,1702.05,17020.5,3,Potential / Growing
C10594,19,14,31243.899999999998,2231.7071428571426,31243.899999999998,1,Champions / High Value
C10595,20,13,37481.44,2883.1876923076925,37481.44,1,Champions / High Value
C10596,3,12,44139.26,3678.271666666667,44139.26,1,Champions / High Value
C10597,6,8,26873.81,3359.22625,26873.81,3,Potential / Growing
C10598,2,10,26918.09,2691.809,26918.09,3,Potential / Growing
C10599,32,10,27981.989999999998,2798.1989999999996,27981.989999999998,3,Potential / Growing
