Customer_ID,Purchase_Date,Quantity,Unit_Price,Total_Amount,Product_Category
C10234,2024-07-11,1,438.17,438.17,Grocery
C10106,2024-10-12,1,147.09,147.09,Home Care
C10005,2024-11-15,4,783.4,3133.6,Beverages
C10203,2024-12-12,4,680.49,2721.96,Home Care
C10189,2024-07-21,1,298.04,298.04,Snacks
C10114,2024-12-18,4,770.72,3082.88,Grocery
C10155,2024-11-30,2,343.92,687.84,Home Care
C10014,2024-07-18,5,380.95,1904.75,Beverages
C10364,2024-12-09,6,588.58,3531.4800000000005,Personal Care
C10556,2024-09-04,3,385.25,1155.75,Grocery
C10414,2024-09-22,1,472.66,472.66,Beverages
C10268,2024-10-09,3,681.15,2043.4499999999998,Grocery
C10252,2024-07-13,5,584.49,2922.45,Home Care
C10184,2024-09-12,3,638.89,1916.67,Snacks
C10085,2024-11-24,6,1186.78,7120.68,Snacks
C10359,2024-10-07,2,755.79,1511.58,Home Care
C10339,2024-09-28,5,773.02,3865.1,Personal Care
C10004,2024-12-12,4,400.97,1603.88,Beverages
C10249,2024-07-19,3,253.73,761.1899999999999,Snacks
C10166,2024-09-26,5,369.7,1848.5,Home Care
C10102,2024-09-05,3,298.93,896.79,Personal Care
C10421,2024-09-09,3,532.69,1598.0700000000002,Grocery
C10315,2024-11-19,1,372.65,372.65,Snacks
C10380,2024-11-06,2,339.9,679.8,Personal Care
C10428,2024-07-14,1,445.08,445.08,Beverages
C10589,2024-09-21,4,468.26,1873.04,Beverages
C10481,2024-11-23,3,319.0,957.0,Snacks
C10372,2024-07-19,1,384.63,384.63,Home Care
C10527,2024-08-26,3,683.83,2051.4900000000002,Home Care
C10286,2024-10-29,3,410.67,1232.01,Grocery
C10590,2024-12-30,2,360.25,720.5,Beverages
C10456,2024-12-24,8,1142.24,9137.92,Personal Care
C10390,2024-08-19,1,397.78,397.78,Home Care
C10541,2024-10-04,3,454.87,1364.6100000000001,Snacks
C10309,2024-07-07,1,413.64,413.64,Snacks
C10432,2024-10-29,1,400.91,400.91,Personal Care
C10170,2024-10-28,2,350.58,701.16,Personal Care
C10577,2024-07-19,5,322.8,1614.0,Snacks
C10374,2024-12-24,4,676.29,2705.16,Beverages
C10469,2024-10-27,2,266.86,533.72,Personal Care
C10276,2024-11-22,3,595.45,1786.3500000000001,Beverages
C10520,2024-07-01,6,569.64,3417.84,Snacks
C10044,2024-10-16,2,356.82,713.64,Personal Care
C10068,2024-11-01,2,268.77,537.54,Grocery
C10304,2024-10-27,2,416.33,832.66,Home Care
C10439,2024-12-30,2,411.57,823.14,Home Care
C10485,2024-12-23,2,409.62,819.24,Beverages
C10264,2024-11-14,9,865.19,7786.710000000001,Grocery
C10389,2024-12-12,2,391.29,782.58,Personal Care
C10331,2024-10-07,2,290.17,580.34,Home Care
C10576,2024-10-28,3,509.37,1528.1100000000001,Personal Care
C10392,2024-10-03,1,1042.6,1042.6,Beverages
C10250,2024-09-20,4,552.01,2208.04,Personal Care
C10581,2024-11-08,6,797.6,4785.6,Home Care
C10064,2024-09-04,5,361.85,1809.25,Beverages
C10590,2024-10-19,4,819.84,3279.36,Snacks
C10092,2024-09-10,1,209.91,209.91,Beverages
C10172,2024-11-27,9,560.48,5044.32,Snacks
C10492,2024-10-22,1,209.46,209.46,Grocery
C10440,2024-11-26,4,356.3,1425.2,Home Care
C10582,2024-10-11,4,267.9,1071.6,Snacks
C10449,2024-11-15,4,904.68,3618.72,Home Care
C10382,2024-09-19,4,560.82,2243.28,Home Care
C10207,2024-10-03,7,571.7,4001.9000000000005,Home Care
C10002,2024-05-18,1,365.9,365.9,Home Care
C10074,2024-09-27,4,827.14,3308.56,Home Care
C10178,2024-09-20,4,359.57,1438.28,Snacks
C10024,2024-11-28,2,455.8,911.6,Snacks
C10304,2024-05-10,3,518.22,1554.66,Home Care
C10466,2024-10-20,5,627.17,3135.85,Personal Care
C10577,2024-12-15,6,832.42,4994.5199999999995,Snacks
C10293,2024-10-18,3,503.93,1511.79,Beverages
C10525,2024-11-04,1,345.23,345.23,Beverages
C10591,2024-12-12,3,882.78,2648.34,Grocery
C10515,2024-09-18,1,310.02,310.02,Home Care
C10278,2024-11-29,3,841.77,2525.31,Home Care
C10195,2024-10-17,1,698.54,698.54,Beverages
C10586,2024-11-27,6,605.93,3635.58,Snacks
C10145,2024-09-12,4,313.82,1255.28,Beverages
C10246,2024-12-15,2,338.66,677.32,Personal Care
C10044,2024-05-29,2,483.36,966.72,Personal Care
C10476,2024-09-27,4,362.91,1451.64,Personal Care
C10389,2024-09-23,3,467.22,1401.66,Personal Care
C10050,2024-10-08,2,371.03,742.06,Personal Care
C10133,2024-08-25,2,601.28,1202.56,Snacks
C10333,2024-10-14,3,409.86,1229.58,Snacks
C10324,2024-11-27,3,886.87,2660.61,Beverages
C10481,2024-09-03,4,642.87,2571.48,Home Care
C10159,2024-06-29,4,699.94,2799.76,Beverages
C10554,2024-12-21,4,384.29,1537.16,Beverages
C10266,2024-10-04,4,310.17,1240.68,Personal Care
C10493,2024-07-19,1,327.55,327.55,Grocery
C10143,2024-11-24,4,867.12,3468.48,Grocery
C10022,2024-09-15,4,905.38,3621.52,Home Care
C10033,2024-11-30,3,415.63,1246.8899999999999,Home Care
C10223,2024-07-03,5,475.9,2379.5,Home Care
C10571,2024-09-23,3,321.37,964.11,Snacks
C10029,2024-11-29,3,959.65,2878.95,Grocery
C10221,2024-12-17,5,1018.94,5094.700000000001,Beverages
C10065,2024-08-08,3,442.99,1328.97,Personal Care
C10558,2024-09-04,4,336.45,1345.8,Home Care
C10405,2024-06-05,3,442.7,1328.1,Personal Care
C10457,2024-10-06,3,584.72,1754.16,Grocery
C10427,2024-10-10,4,622.11,2488.44,Beverages
C10394,2024-12-22,4,614.17,2456.68,Home Care
C10464,2024-12-26,9,1036.43,9327.87,Grocery
C10004,2024-12-10,1,353.48,353.48,Snacks
C10519,2024-12-14,6,801.28,4807.68,Personal Care
C10443,2024-11-24,5,1488.62,7443.099999999999,Grocery
C10443,2024-09-13,3,362.96,1088.8799999999999,Grocery
C10236,2024-09-18,4,392.96,1571.84,Home Care
C10480,2024-06-01,4,393.51,1574.04,Beverages
C10229,2024-11-21,2,320.03,640.06,Grocery
C10029,2024-08-06,2,307.15,614.3,Snacks
C10544,2024-08-02,3,335.25,1005.75,Home Care
C10140,2024-04-27,3,436.43,1309.29,Personal Care
C10061,2024-08-31,1,260.91,260.91,Grocery
C10373,2024-08-10,4,350.06,1400.24,Home Care
C10140,2024-09-29,2,296.31,592.62,Home Care
C10514,2024-06-05,5,371.23,1856.15,Home Care
C10266,2024-11-13,2,576.57,1153.14,Beverages
C10002,2024-08-14,4,371.62,1486.48,Personal Care
C10571,2024-10-22,3,739.98,2219.94,Grocery
C10308,2024-09-05,6,811.63,4869.78,Home Care
C10157,2024-12-30,3,391.69,1175.07,Grocery
C10406,2024-11-29,1,323.85,323.85,Home Care
C10318,2024-11-04,7,757.87,5305.09,Snacks
C10017,2024-07-07,2,317.13,634.26,Grocery
C10455,2024-05-30,4,450.1,1800.4,Grocery
C10240,2024-09-30,4,597.5,2390.0,Snacks
C10419,2024-09-29,2,364.88,729.76,Beverages
C10537,2024-08-21,4,418.44,1673.76,Snacks
C10366,2024-09-30,3,255.46,766.38,Snacks
C10402,2024-08-29,2,393.37,786.74,Grocery
C10152,2024-12-18,3,716.05,2148.1499999999996,Snacks
C10142,2024-08-19,4,642.94,2571.76,Snacks
C10249,2024-11-30,2,431.62,863.24,Beverages
C10511,2024-05-09,3,399.98,1199.94,Beverages
C10314,2024-10-19,4,393.62,1574.48,Grocery
C10208,2024-10-26,3,611.45,1834.3500000000001,Grocery
C10467,2024-10-15,4,830.32,3321.28,Home Care
C10512,2024-06-21,2,383.09,766.18,Snacks
C10541,2024-08-19,1,292.28,292.28,Personal Care
C10179,2024-11-27,6,792.94,4757.64,Beverages
C10425,2024-11-08,2,631.63,1263.26,Snacks
C10354,2024-08-25,4,389.58,1558.32,Grocery
C10269,2024-10-12,3,373.99,1121.97,Personal Care
C10238,2024-10-31,5,684.22,3421.1000000000004,Home Care
C10068,2024-06-01,3,489.0,1467.0,Grocery
C10164,2024-11-07,2,390.47,780.94,Personal Care
C10329,2024-10-02,4,303.55,1214.2,Personal Care
C10531,2024-12-15,6,1263.5,7581.0,Home Care
C10519,2024-12-29,5,747.88,3739.4,Personal Care
C10112,2024-10-09,4,516.26,2065.04,Grocery
C10407,2024-09-25,1,375.51,375.51,Beverages
C10050,2024-11-23,3,640.04,1920.12,Home Care
C10405,2024-07-19,5,374.18,1870.9,Snacks
C10205,2024-11-06,4,802.56,3210.24,Home Care
C10269,2024-10-17,4,495.68,1982.72,Personal Care
C10430,2024-11-06,7,904.83,6333.81,Beverages
C10254,2024-11-26,6,506.68,3040.08,Personal Care
C10484,2024-11-04,10,760.2,7602.0,Grocery
C10320,2024-11-24,3,358.24,1074.72,Snacks
C10599,2024-10-09,4,754.91,3019.64,Snacks
C10382,2024-11-08,6,884.82,5308.92,Personal Care
C10177,2024-10-28,3,680.44,2041.3200000000002,Snacks
C10465,2024-09-05,2,188.05,376.1,Personal Care
C10244,2024-09-15,6,663.92,3983.5199999999995,Grocery
C10320,2024-12-04,3,705.79,2117.37,Personal Care
C10082,2024-05-02,1,564.92,564.92,Grocery
C10071,2024-12-03,6,874.23,5245.38,Snacks
C10344,2024-10-24,3,487.26,1461.78,Snacks
C10112,2024-12-10,5,1160.53,5802.65,Grocery
C10598,2024-12-01,9,1357.78,12220.02,Snacks
C10513,2024-11-21,8,1018.02,8144.16,Personal Care
C10420,2024-12-07,3,267.25,801.75,Snacks
C10440,2024-11-13,3,304.94,914.8199999999999,Home Care
C10357,2024-09-18,2,289.38,578.76,Personal Care
C10036,2024-12-05,7,735.15,5146.05,Beverages
C10235,2024-11-04,2,349.16,698.32,Grocery
C10297,2024-12-10,4,914.38,3657.52,Home Care
C10549,2024-10-04,5,618.72,3093.6000000000004,Home Care
C10131,2024-08-07,1,429.24,429.24,Grocery
C10298,2024-12-12,4,462.87,1851.48,Beverages
C10206,2024-12-14,3,541.77,1625.31,Beverages
C10080,2024-11-15,2,718.97,1437.94,Home Care
C10061,2024-10-16,3,732.83,2198.4900000000002,Personal Care
C10219,2024-09-14,4,239.54,958.16,Home Care
C10049,2024-07-15,1,308.0,308.0,Beverages
C10040,2024-11-17,1,201.41,201.41,Home Care
C10210,2024-11-09,5,655.61,3278.05,Beverages
C10121,2024-09-28,1,476.49,476.49,Home Care
C10332,2024-10-11,1,432.24,432.24,Personal Care
C10010,2024-11-07,2,721.81,1443.62,Home Care
C10181,2024-10-16,2,474.06,948.12,Home Care
C10271,2024-07-27,2,285.97,571.94,Home Care
C10577,2024-12-05,4,336.79,1347.16,Snacks
C10380,2024-06-24,1,674.53,674.53,Grocery
C10528,2024-10-16,4,411.23,1644.92,Personal Care
C10205,2024-09-12,2,542.19,1084.38,Beverages
C10269,2024-10-13,1,534.06,534.06,Personal Care
C10252,2024-09-10,3,817.49,2452.4700000000003,Personal Care
C10532,2024-08-16,4,449.08,1796.32,Home Care
C10575,2024-12-01,2,331.35,662.7,Snacks
C10577,2024-12-30,1,429.75,429.75,Beverages
C10451,2024-10-31,4,887.87,3551.48,Grocery
C10301,2024-10-26,1,477.61,477.61,Personal Care
C10324,2024-07-25,3,335.16,1005.48,Personal Care
C10588,2024-12-12,2,418.16,836.32,Home Care
C10170,2024-09-28,3,264.44,793.3199999999999,Personal Care
C10208,2024-08-22,4,354.23,1416.92,Beverages
C10538,2024-08-20,2,348.94,697.88,Snacks
C10231,2024-09-12,4,699.58,2798.32,Grocery
C10141,2024-10-29,3,774.22,2322.66,Snacks
C10336,2024-12-21,2,512.88,1025.76,Personal Care
C10195,2024-11-28,4,734.71,2938.84,Beverages
C10534,2024-11-22,2,565.21,1130.42,Snacks
C10545,2024-11-03,2,303.8,607.6,Snacks
C10183,2024-11-19,1,352.41,352.41,Snacks
C10317,2024-10-19,1,439.06,439.06,Personal Care
C10590,2024-09-27,3,626.93,1880.79,Snacks
C10445,2024-09-11,4,825.15,3300.6,Beverages
C10129,2024-09-04,11,676.24,7438.64,Beverages
C10354,2024-07-27,2,237.78,475.56,Beverages
C10371,2024-12-14,2,907.66,1815.32,Beverages
C10392,2024-10-29,2,384.39,768.78,Personal Care
C10015,2024-12-13,3,280.89,842.67,Snacks
C10179,2024-08-29,5,325.14,1625.6999999999998,Beverages
C10512,2024-09-27,1,103.38,103.38,Grocery
C10144,2024-11-04,3,819.51,2458.5299999999997,Personal Care
C10179,2024-11-05,4,291.76,1167.04,Grocery
C10193,2024-07-10,2,344.8,689.6,Beverages
C10106,2024-09-18,4,994.3,3977.2,Home Care
C10093,2024-09-23,5,799.69,3998.4500000000003,Grocery
C10208,2024-09-21,4,566.58,2266.32,Beverages
C10524,2024-12-19,3,309.68,929.04,Personal Care
C10000,2024-09-28,3,584.25,1752.75,Grocery
C10169,2024-11-15,2,387.41,774.82,Beverages
C10036,2024-09-28,3,244.53,733.59,Grocery
C10336,2024-07-05,2,713.23,1426.46,Home Care
C10150,2024-05-09,2,542.94,1085.88,Grocery
C10475,2024-10-18,4,625.79,2503.16,Grocery
C10351,2024-10-23,6,253.75,1522.5,Snacks
C10470,2024-05-08,1,487.16,487.16,Home Care
C10380,2024-11-08,1,443.22,443.22,Personal Care
C10263,2024-08-03,1,370.58,370.58,Beverages
C10516,2024-12-04,1,437.36,437.36,Snacks
C10285,2024-09-21,3,708.62,2125.86,Personal Care
C10569,2024-06-23,2,468.35,936.7,Home Care
C10596,2024-12-21,1,328.08,328.08,Personal Care
C10353,2024-09-10,5,301.71,1508.55,Grocery
C10404,2024-08-18,1,314.73,314.73,Grocery
C10153,2024-11-20,1,851.16,851.16,Home Care
C10488,2024-11-10,5,515.39,2576.95,Beverages
C10402,2024-10-06,3,576.4,1729.1999999999998,Home Care
C10541,2024-12-21,1,524.8,524.8,Home Care
C10160,2024-06-29,4,407.54,1630.16,Snacks
C10472,2024-11-27,5,772.71,3863.55,Personal Care
C10282,2024-08-01,1,228.86,228.86,Personal Care
C10111,2024-10-26,3,325.78,977.3399999999999,Beverages
C10102,2024-09-15,5,710.01,3550.05,Grocery
C10337,2024-07-30,3,251.36,754.08,Personal Care
C10191,2024-09-22,3,392.53,1177.59,Personal Care
C10061,2024-10-24,2,649.2,1298.4,Personal Care
C10256,2024-11-14,7,1206.95,8448.65,Grocery
C10391,2024-08-22,2,316.56,633.12,Home Care
C10191,2024-06-28,3,487.9,1463.6999999999998,Personal Care
C10573,2024-08-01,3,329.53,988.5899999999999,Beverages
C10467,2024-10-15,4,864.0,3456.0,Home Care
C10307,2024-10-14,5,454.62,2273.1,Snacks
C10560,2024-08-22,1,286.59,286.59,Snacks
C10259,2024-08-23,5,546.49,2732.45,Home Care
C10083,2024-05-16,1,389.68,389.68,Snacks
C10021,2024-10-14,4,487.02,1948.08,Home Care
C10562,2024-06-12,4,375.64,1502.56,Beverages
C10575,2024-10-16,4,356.57,1426.28,Beverages
C10443,2024-09-05,4,665.64,2662.56,Home Care
C10061,2024-07-06,1,333.31,333.31,Snacks
C10176,2024-11-27,2,480.46,960.92,Beverages
C10024,2024-09-28,3,392.98,1178.94,Personal Care
C10030,2024-10-01,2,273.92,547.84,Beverages
C10147,2024-11-19,4,384.73,1538.92,Snacks
C10343,2024-12-25,4,331.29,1325.16,Beverages
C10039,2024-11-03,6,642.37,3854.2200000000003,Snacks
C10590,2024-11-12,4,562.93,2251.72,Snacks
C10273,2024-09-22,4,571.26,2285.04,Beverages
C10158,2024-07-24,2,239.11,478.22,Home Care
C10309,2024-09-30,5,729.24,3646.2,Grocery
C10474,2024-11-15,6,434.71,2608.2599999999998,Home Care
C10187,2024-12-13,9,1030.03,9270.27,Grocery
C10028,2024-12-08,4,742.45,2969.8,Beverages
C10030,2024-09-25,5,458.79,2293.9500000000003,Snacks
C10511,2024-12-11,2,390.61,781.22,Snacks
C10066,2024-09-28,3,271.4,814.1999999999999,Home Care
C10381,2024-11-30,4,190.38,761.52,Personal Care
C10230,2024-11-26,5,843.52,4217.6,Home Care
C10466,2024-10-24,5,452.15,2260.75,Snacks
C10036,2024-11-06,6,453.73,2722.38,Grocery
C10538,2024-11-24,5,1070.15,5350.75,Personal Care
C10418,2024-06-17,1,391.83,391.83,Beverages
C10269,2024-10-05,5,859.63,4298.15,Home Care
C10124,2024-11-09,2,619.41,1238.82,Personal Care
C10586,2024-08-21,3,477.31,1431.93,Home Care
C10181,2024-11-16,4,693.8,2775.2,Grocery
C10294,2024-07-12,3,374.63,1123.8899999999999,Beverages
C10236,2024-07-27,2,505.85,1011.7,Personal Care
C10138,2024-07-05,2,452.82,905.64,Home Care
C10249,2024-10-17,4,901.16,3604.64,Home Care
C10090,2024-08-04,2,380.41,760.82,Snacks
C10000,2024-06-30,5,416.97,2084.8500000000004,Personal Care
C10173,2024-12-27,8,814.6,6516.8,Home Care
C10067,2024-08-12,4,244.65,978.6,Home Care
C10248,2024-07-15,2,351.48,702.96,Personal Care
C10517,2024-12-05,5,730.18,3650.8999999999996,Personal Care
C10097,2024-08-05,5,554.31,2771.5499999999997,Personal Care
C10000,2024-09-30,2,701.25,1402.5,Home Care
C10066,2024-08-09,3,490.22,1470.66,Beverages
C10304,2024-12-04,8,784.0,6272.0,Beverages
C10164,2024-10-13,2,378.94,757.88,Grocery
C10293,2024-07-21,1,510.09,510.09,Personal Care
C10017,2024-08-26,2,300.37,600.74,Beverages
C10199,2024-10-18,7,768.26,5377.82,Beverages
C10246,2024-08-29,2,315.5,631.0,Home Care
C10258,2024-12-01,2,244.47,488.94,Snacks
C10330,2024-07-06,2,325.94,651.88,Beverages
C10468,2024-10-01,4,517.7,2070.8,Beverages
C10280,2024-07-28,6,693.61,4161.66,Snacks
C10504,2024-08-26,4,358.03,1432.12,Home Care
C10317,2024-09-22,6,706.82,4240.92,Grocery
C10156,2024-09-16,7,484.19,3389.33,Home Care
C10137,2024-09-17,2,435.92,871.84,Grocery
C10193,2024-10-29,3,678.14,2034.42,Personal Care
C10358,2024-08-28,1,514.7,514.7,Grocery
C10145,2024-12-06,3,709.97,2129.91,Beverages
C10548,2024-11-25,2,372.96,745.92,Beverages
C10287,2024-09-19,3,685.71,2057.13,Personal Care
C10517,2024-08-11,1,403.5,403.5,Beverages
C10409,2024-12-16,5,1131.06,5655.299999999999,Personal Care
C10200,2024-07-20,1,296.98,296.98,Beverages
C10136,2024-11-21,6,836.84,5021.04,Beverages
C10446,2024-10-02,3,459.5,1378.5,Snacks
C10198,2024-07-06,2,324.76,649.52,Grocery
C10148,2024-07-30,3,476.25,1428.75,Grocery
C10558,2024-12-23,3,874.08,2622.2400000000002,Beverages
C10289,2024-08-11,2,413.39,826.78,Home Care
C10029,2024-12-28,5,521.75,2608.75,Grocery
C10296,2024-11-04,3,843.79,2531.37,Personal Care
C10276,2024-10-31,3,855.23,2565.69,Home Care
C10518,2024-12-05,2,835.9,1671.8,Beverages
C10426,2024-10-20,4,868.82,3475.28,Grocery
C10114,2024-12-25,6,903.94,5423.64,Snacks
C10090,2024-06-22,3,532.77,1598.31,Snacks
C10362,2024-11-11,4,574.21,2296.84,Grocery
C10028,2024-12-25,5,769.6,3848.0,Home Care
C10191,2024-11-07,5,521.04,2605.2,Personal Care
C10082,2024-12-22,3,751.75,2255.25,Snacks
C10012,2024-11-06,3,944.52,2833.56,Snacks
C10551,2024-09-12,2,236.09,472.18,Personal Care
C10053,2024-12-30,3,619.34,1858.02,Beverages
C10005,2024-12-28,4,647.36,2589.44,Beverages
C10559,2024-10-28,3,654.27,1962.81,Personal Care
C10112,2024-08-24,5,261.3,1306.5,Snacks
C10489,2024-11-13,2,619.94,1239.88,Personal Care
C10018,2024-06-08,5,512.1,2560.5,Personal Care
C10092,2024-10-06,4,796.93,3187.72,Personal Care
C10066,2024-08-14,2,325.11,650.22,Beverages
C10423,2024-11-23,3,587.39,1762.17,Home Care
C10372,2024-08-24,2,353.3,706.6,Snacks
C10285,2024-12-10,2,522.34,1044.68,Home Care
C10144,2024-12-03,8,788.02,6304.16,Personal Care
C10053,2024-12-01,8,975.77,7806.16,Home Care
C10341,2024-11-29,1,330.76,330.76,Snacks
C10138,2024-10-18,1,344.16,344.16,Personal Care
C10354,2024-11-16,1,357.76,357.76,Personal Care
C10412,2024-11-03,8,1087.37,8698.96,Beverages
C10509,2024-11-01,2,272.32,544.64,Personal Care
C10296,2024-08-14,2,446.18,892.36,Snacks
C10002,2024-12-10,7,975.71,6829.97,Beverages
C10168,2024-11-23,5,569.4,2847.0,Beverages
C10512,2024-11-06,10,912.49,9124.9,Home Care
C10319,2024-05-23,3,501.98,1505.94,Beverages
C10371,2024-08-16,1,383.99,383.99,Home Care
C10274,2024-07-02,1,418.32,418.32,Snacks
C10097,2024-10-01,3,943.22,2829.66,Personal Care
C10538,2024-12-21,2,329.13,658.26,Grocery
C10463,2024-10-31,2,485.46,970.92,Snacks
C10597,2024-05-26,5,583.75,2918.75,Beverages
C10513,2024-11-04,7,1241.34,8689.38,Home Care
C10174,2024-08-15,3,478.85,1436.5500000000002,Personal Care
C10152,2024-07-05,1,339.94,339.94,Beverages
C10149,2024-12-06,3,368.77,1106.31,Personal Care
C10551,2024-10-24,3,321.97,965.9100000000001,Home Care
C10334,2024-10-01,4,820.44,3281.76,Grocery
C10272,2024-10-28,4,374.64,1498.56,Home Care
C10580,2024-10-04,3,758.57,2275.71,Snacks
C10362,2024-09-21,3,362.04,1086.1200000000001,Personal Care
C10545,2024-09-24,4,372.11,1488.44,Snacks
C10590,2024-12-24,6,1297.17,7783.02,Beverages
C10047,2024-12-29,4,608.53,2434.12,Grocery
C10216,2024-12-16,4,1569.13,6276.52,Grocery
C10440,2024-12-04,7,883.74,6186.18,Home Care
C10487,2024-12-28,1,248.6,248.6,Personal Care
C10089,2024-04-28,4,538.85,2155.4,Home Care
C10191,2024-11-22,3,697.5,2092.5,Home Care
C10328,2024-10-20,4,381.31,1525.24,Grocery
C10479,2024-10-24,2,452.41,904.82,Grocery
C10067,2024-05-06,6,572.26,3433.56,Snacks
C10360,2024-10-14,8,716.46,5731.68,Snacks
C10177,2024-12-10,2,309.54,619.08,Snacks
C10129,2024-12-29,1,396.74,396.74,Personal Care
C10309,2024-11-14,8,432.78,3462.24,Beverages
C10248,2024-12-28,5,903.53,4517.65,Personal Care
C10381,2024-10-12,4,360.72,1442.88,Beverages
C10190,2024-05-31,4,553.25,2213.0,Beverages
C10493,2024-06-16,1,588.85,588.85,Beverages
C10046,2024-10-28,1,265.79,265.79,Home Care
C10517,2024-06-18,2,632.43,1264.86,Beverages
C10017,2024-10-16,2,471.51,943.02,Snacks
C10441,2024-10-06,8,828.75,6630.0,Grocery
C10207,2024-10-22,4,699.92,2799.68,Beverages
C10230,2024-07-09,5,336.29,1681.45,Grocery
C10011,2024-11-19,2,270.85,541.7,Home Care
C10421,2024-11-06,6,1021.44,6128.64,Personal Care
C10099,2024-11-24,4,317.97,1271.88,Beverages
C10395,2024-07-26,1,317.18,317.18,Personal Care
C10435,2024-11-28,5,1023.2,5116.0,Snacks
C10507,2024-11-21,1,459.11,459.11,Personal Care
C10424,2024-11-16,4,599.94,2399.76,Beverages
C10180,2024-09-20,3,535.16,1605.48,Personal Care
C10443,2024-08-29,3,462.93,1388.79,Grocery
C10495,2024-11-22,5,653.8,3269.0,Beverages
C10190,2024-11-25,3,406.23,1218.69,Beverages
C10074,2024-11-18,6,944.69,5668.14,Grocery
C10534,2024-09-13,4,323.05,1292.2,Personal Care
C10088,2024-12-14,2,413.26,826.52,Beverages
C10356,2024-07-22,3,590.7,1772.1000000000001,Snacks
C10141,2024-09-20,9,637.01,5733.09,Grocery
C10075,2024-09-06,3,417.72,1253.16,Home Care
C10465,2024-05-03,5,642.61,3213.05,Grocery
C10086,2024-11-04,2,536.72,1073.44,Beverages
C10402,2024-09-29,8,739.57,5916.56,Personal Care
C10415,2024-11-12,3,413.66,1240.98,Personal Care
C10036,2024-10-06,3,775.64,2326.92,Grocery
C10103,2024-10-29,4,626.01,2504.04,Home Care
C10476,2024-11-22,4,1045.99,4183.96,Home Care
C10304,2024-08-16,2,395.12,790.24,Personal Care
C10072,2024-09-16,3,237.59,712.77,Beverages
C10595,2024-11-22,4,815.53,3262.12,Beverages
C10158,2024-09-03,4,615.54,2462.16,Beverages
C10002,2024-11-05,1,381.86,381.86,Snacks
C10554,2024-07-11,3,288.25,864.75,Home Care
C10009,2024-12-05,3,318.44,955.3199999999999,Grocery
C10332,2024-12-22,4,717.88,2871.52,Grocery
C10595,2024-06-07,5,429.61,2148.05,Grocery
C10346,2024-05-14,3,465.55,1396.65,Beverages
C10350,2024-10-30,2,385.05,770.1,Snacks
C10232,2024-09-17,2,727.22,1454.44,Beverages
C10076,2024-10-04,3,671.59,2014.77,Personal Care
C10343,2024-12-12,5,1060.52,5302.6,Home Care
C10538,2024-07-16,2,388.83,777.66,Grocery
C10054,2024-11-10,7,781.81,5472.67,Personal Care
C10528,2024-08-01,3,259.35,778.0500000000001,Home Care
C10249,2024-11-30,6,1137.72,6826.32,Personal Care
C10321,2024-11-15,6,823.96,4943.76,Home Care
C10099,2024-12-05,2,273.61,547.22,Home Care
C10373,2024-10-03,1,543.97,543.97,Snacks
C10109,2024-09-09,2,253.83,507.66,Home Care
C10163,2024-08-15,3,520.67,1562.0099999999998,Home Care
C10432,2024-08-18,4,314.17,1256.68,Personal Care
C10030,2024-12-13,1,843.85,843.85,Snacks
C10268,2024-11-29,2,792.85,1585.7,Home Care
C10356,2024-11-23,4,1428.86,5715.44,Personal Care
C10079,2024-11-09,6,954.72,5728.32,Home Care
C10176,2024-11-23,4,340.73,1362.92,Home Care
C10206,2024-09-29,5,487.09,2435.45,Grocery
C10398,2024-12-06,2,364.5,729.0,Personal Care
C10586,2024-09-06,1,383.03,383.03,Personal Care
C10501,2024-11-26,5,646.17,3230.85,Beverages
C10113,2024-10-09,3,1024.86,3074.58,Personal Care
C10010,2024-11-19,5,835.11,4175.55,Personal Care
C10031,2024-11-04,4,470.44,1881.76,Beverages
C10357,2024-11-24,4,1064.22,4256.88,Personal Care
C10093,2024-10-19,1,382.79,382.79,Snacks
C10138,2024-11-17,4,892.35,3569.4,Grocery
C10508,2024-04-28,5,634.04,3170.2,Grocery
C10524,2024-09-15,4,671.47,2685.88,Snacks
C10503,2024-10-24,4,788.92,3155.68,Snacks
C10152,2024-07-13,4,363.78,1455.12,Personal Care
C10371,2024-12-30,4,841.78,3367.12,Snacks
C10366,2024-08-13,3,558.8,1676.3999999999999,Beverages
C10111,2024-10-12,1,214.75,214.75,Beverages
C10332,2024-12-19,2,837.23,1674.46,Snacks
C10315,2024-11-09,6,557.07,3342.42,Beverages
C10237,2024-08-16,3,409.83,1229.49,Home Care
C10450,2024-09-07,4,587.84,2351.36,Grocery
C10406,2024-10-22,2,396.35,792.7,Personal Care
C10319,2024-08-19,2,271.6,543.2,Beverages
C10435,2024-08-01,4,327.04,1308.16,Grocery
C10457,2024-08-25,1,269.06,269.06,Personal Care
C10340,2024-12-23,3,774.28,2322.84,Beverages
C10160,2024-08-06,2,442.23,884.46,Home Care
C10455,2024-11-22,3,458.08,1374.24,Beverages
C10430,2024-11-21,3,603.82,1811.46,Personal Care
C10590,2024-11-10,5,495.13,2475.65,Grocery
C10089,2024-11-01,5,863.77,4318.85,Snacks
C10251,2024-10-22,6,1114.51,6687.0599999999995,Grocery
C10554,2024-12-02,3,534.97,1604.91,Snacks
C10308,2024-09-15,3,622.32,1866.96,Home Care
C10565,2024-10-19,2,405.1,810.2,Snacks
C10007,2024-12-29,1,347.12,347.12,Personal Care
