Invoice_ID,Invoice_Date,City,Store_Format,Category,Brand,Channel,Payment_Mode,Units,Cost_Price,Selling_Price,Revenue,Cost,Margin,Margin_%,Stock_On_Hand,Reorder_Level,Lead_Time_Days,Customer_Age,Customer_Gender,Loyalty_Flag
88937828,2024-07-05 20:52:00,Kolkata,Hyper,Personal Care,Nestle,Offline,UPI,2,71.85237099554182,87.31895044173307,174.63790088346613,143.70474199108364,30.93315889238249,0.1771274089753508,58,26,13,54.0,,0
53362418,2024-01-20 22:19:00,Bengaluru,Express,Beverages,PepsiCo,Offline,Cash,3,183.12607817301023,219.8196518778934,659.4589556336801,549.3782345190308,110.08072111464936,0.166925811188464,432,79,9,,M,1
57570662,2024-06-09 08:42:00,Ahmedabad,Hyper,Personal Care,HUL,Omnichannel,Wallet,2,192.61666116280657,272.52890367718675,545.0578073543735,385.23332232561313,159.82448502876036,0.2932248339025245,469,27,3,43.0,F,0
12151473,2024-11-05 09:54:00,Chennai,Super,Home Care,Parle,Online,Wallet,4,120.3625654410724,154.25437926515087,617.0175170606035,481.4502617642896,135.56725529631393,0.2197137869636827,138,61,14,57.0,F,0
51998916,2024-12-03 05:57:00,Ahmedabad,Express,Fruits,Nestle,Online,Card,4,149.6852757256447,176.86060465710227,707.4424186284091,598.7411029025787,108.70131572583034,0.1536539411031935,130,28,3,44.0,F,0
99284230,2024-03-19 13:32:00,Chennai,Hyper,Personal Care,Amul,Offline,UPI,2,34.186951949292286,47.40812248737992,94.81624497475984,68.37390389858457,26.442341076175268,0.2788798594925821,136,35,7,,F,0
18322045,2024-05-07 02:35:00,Chennai,Express,Grocery,ITC,Omnichannel,UPI,3,64.13548616342895,76.88919828653597,230.6675948596079,192.40645849028687,38.26113636932104,0.1658713110205534,284,46,14,45.0,M,0
21972581,2024-05-14 03:25:00,Pune,Super,Vegetables,Nestle,Online,Cash,3,188.26555499533208,211.28195422434493,633.8458626730348,564.7966649859962,69.0491976870386,0.1089368910539961,156,66,9,,M,1
21488767,2024-04-08 05:07:00,Hyderabad,Super,Beverages,Parle,Offline,Wallet,3,129.61254447549717,164.47660307559013,493.4298092267704,388.8376334264914,104.592175800279,0.2119697145257199,207,50,5,,M,1
18545371,2024-05-31 17:16:00,Kolkata,Super,Home Care,Tata,Omnichannel,Card,4,166.380903391241,233.64485659858607,934.5794263943444,665.523613564964,269.0558128293804,0.2878897236882386,223,56,10,,F,0
64411300,2024-03-10 03:04:00,Kolkata,Hyper,Personal Care,PepsiCo,Offline,Cash,1,148.11183246200116,170.57594641235636,170.57594641235636,148.11183246200116,22.4641139503552,0.1316956723549383,248,73,10,62.0,F,1
20330110,2024-01-25 02:44:00,Hyderabad,Hyper,Personal Care,PepsiCo,Online,Card,-5.0,137.66841645860413,150.11597136322035,750.5798568161017,688.3420822930207,62.23777452308104,0.0829195907109585,135,67,7,59.0, male ,1
61304691,2024-08-01 00:53:00,Ahmedabad,Super,Fruits,HUL,Omnichannel,Cash,5,128.392088879146,162.61470700512544,813.0735350256272,641.9604443957301,171.1130906298971,0.2104521710013643,245,34,11,42.0,O,0
28866820,2024-08-22 20:18:00,Kolkata,Express,Grocery,Parle,Online,Card,2,38.814490914426,52.15481491896981,104.30962983793962,77.628981828852,26.68064800908762,0.2557831721820884,275,62,7,,F,0
41650196,2024-01-15 02:09:00,Ahmedabad,Hyper,Beverages,PepsiCo,Online,Card,3,71.51785764092647,94.85176393650052,284.5552918095016,214.55357292277935,70.00171888672219,0.2460039257803912,235,71,6,,FEMALE,0
71495096,2024-05-15 16:51:00,Bengaluru,Express,Dairy,Tata,Online,Wallet,5,133.16326986394273,189.0644251607586,945.3221258037928,665.8163493197137,279.5057764840792,0.2956725214131847,94,54,8,,M,1
78814374,2024-10-02 03:37:00,Mumbai,Express,Snacks,HUL,Omnichannel,Card,2,115.49005743928372,152.04066550142352,304.08133100284704,230.98011487856743,73.10121612427957,0.2404002109672268,405,57,11,42.0,,0
38446872,2024-01-04 08:55:00,Bengaluru,Express,Dairy,HUL,Omnichannel,Card,1,174.52056937867033,210.5131299717682,210.5131299717682,174.52056937867033,35.99256059309786,0.1709753714550955,441,33,12,,F,0
36081342,2024-01-28 13:47:00,Mumbai,Super,Dairy,Parle,Offline,Card,3,193.7732212441972,250.7630172396251,752.2890517188753,581.3196637325915,170.96938798628378,0.2272655538395017,409,51,3,61.0,,0
59213375,2024-08-03 15:45:00,Pune,Super,Dairy,Tata,Omnichannel,Card,3,161.97239771481676,179.4592899875391,538.3778699626173,485.9171931444503,52.46067681816703,0.0974421122135084,244,52,14,,M,0
53982823,2024-10-07 01:24:00,Kolkata,Hyper,Beverages,Britannia,Online,Cash,2,57.036140055922544,75.32611850989548,150.65223701979096,114.07228011184507,36.57995690794587,0.2428105790632263,413,20,8,,M,1
16449973,2024-01-12 16:11:00,Delhi,Express,Dairy,PepsiCo,Online,Card,5,150.15760647829043,176.82306882138323,884.1153441069162,750.7880323914521,133.32731171546402,0.1508030740605953,361,22,8,38.0,M,0
84428022,2024-03-15 08:23:00,Delhi,Hyper,Personal Care,Nestle,Omnichannel,Cash,5,74.5082642444115,94.40951668136373,472.04758340681855,372.5413212220576,99.506262184761,0.210797101145214,465,34,6,,F,1
41380690,2024-03-19 04:57:00,Mumbai,Express,Beverages,HUL,Offline,UPI,2,116.08104994904356,142.21024785294316,284.4204957058863,232.1620998980871,52.25839580779922,0.1837363924076646,283,69,5,55.0,F,1
23833300,2024-11-25 04:48:00,Ahmedabad,Express,Fruits,PepsiCo,Offline,Cash,4,122.86501084844902,140.52504677147374,562.100187085895,491.46004339379607,70.64014369209889,0.1256718024918648,128,61,14,32.0,F,0
59158147,2024-11-27 23:54:00,Mumbai,Express,Beverages,HUL,Offline,Cash,2,184.3536264297385,217.21474988132857,434.42949976265714,368.7072528594771,65.72224690318006,0.1512840332875328,216,66,14,21.0,F,0
87458112,2024-04-18 00:35:00,Pune,Hyper,Fruits,Parle,Omnichannel,Card,5,165.77464502715995,230.9897737515956,1154.9488687579778,828.8732251357998,326.07564362217806,0.282329073124109,450,22,4,57.0,F,0
50876499,2024-05-16 06:02:00,Mumbai,Express,Home Care,HUL,Omnichannel,UPI,5,63.0413790730051,69.57598895636569,347.87994478182844,315.2068953650255,32.67304941680294,0.0939204743098764,76,59,10,57.0,M,0
55059858,2024-09-26 22:44:00,Hyderabad,Hyper,Vegetables,Parle,Offline,Wallet,3,174.08953341457064,250.75001368549937,752.250041056498,522.268600243712,229.9814408127861,0.3057247301572606,452,59,11,60.0,F,1
99918191,2024-09-18 15:53:00,Pune,Super,Beverages,Britannia,Omnichannel,Cash,5,157.89846099056086,202.39375644571405,1011.9687822285704,789.4923049528043,222.476477275766,0.2198451979771802,443,20,11,,,1
61495775,2024-06-06 20:16:00,Chennai,Super,Snacks,Tata,Online,Card,3,163.5859669544249,229.83670543911165,689.5101163173349,490.7579008632747,198.7522154540602,0.2882513406990942,256,62,5,37.0,F,1
51700220,2024-10-28 23:21:00,Hyderabad,Super,Snacks,ITC,Online,UPI,2,18.952409468225888,20.317567319496657,40.635134638993314,37.904818936451775,2.7303157025415388,0.0671910091303484,66,20,12,,F,0
52109103,2024-06-04 22:30:00,Delhi,Super,Vegetables,Parle,Online,Wallet,5,29.74418910574383,39.88585552248249,199.4292776124124,148.72094552871914,50.70833208369328,0.2542672404512446,85,57,8,,M,0
48257718,2024-02-07 05:34:00,Bengaluru,Hyper,Vegetables,Parle,Offline,UPI,2,198.88068546539563,269.7085364590531,539.4170729181062,397.76137093079126,141.65570198731496,0.2626088588946479,209,65,11,41.0,M,0
51858061,2024-10-02 09:21:00,Kolkata,Express,Dairy,Parle,Online,Card,1,191.63772454345244,263.4500917071594,263.4500917071594,191.63772454345244,71.81236716370697,0.2725843316218342,322,40,5,,,0
74329102,2024-10-16 10:45:00,Mumbai,Super,Beverages,HUL,Offline,Card,1,127.15275398585024,158.12211379451847,158.12211379451847,127.15275398585024,30.969359808668216,0.1958572337890275,474,50,8,29.0,M,0
44367508,2024-05-12 04:40:00,Bengaluru,Express,Home Care,Parle,Offline,Wallet,4,164.64611400999212,173.70314542542243,694.8125817016897,658.5844560399685,36.22812566172127,0.0521408601625976,244,37,6,56.0,F,0
13142548,2024-06-28 08:37:00,Ahmedabad,Super,Personal Care,ITC,Omnichannel,Card,2,196.82128740582715,271.2901814454744,542.5803628909488,393.6425748116543,148.93778807929448,0.2744990387888935,281,69,10,61.0,M,0
78210589,2024-02-22 11:02:00,Delhi,Hyper,Dairy,Parle,Omnichannel,UPI,5,121.00575240986822,161.6777280784293,808.3886403921465,605.0287620493411,203.35987834280536,0.2515620187885819,164,22,8,57.0,F,0
97046650,2024-07-22 11:33:00,Bengaluru,Hyper,Fruits,ITC,Online,Cash,1,176.86406342770937,191.6233807669748,191.6233807669748,176.86406342770937,14.759317339265436,0.0770225286715592,359,75,4,23.0,F,0
23879996,2024-07-13 18:31:00,Mumbai,Super,Fruits,PepsiCo,Online,Cash,1,187.89222940064585,250.9358505523776,250.9358505523776,187.89222940064585,63.04362115173174,0.2512340146414141,446,59,10,,M,0
37755752,2024-07-05 12:03:00,Kolkata,Hyper,Dairy,HUL,Omnichannel,Card,3,155.91802889953428,224.6441760404008,673.9325281212024,467.7540866986028,206.1784414225996,0.3059333580431062,258,23,8,38.0,M,1
52477336,2024-11-30 23:21:00,Kolkata,Super,Beverages,Britannia,Omnichannel,UPI,1,60.50273143997341,76.23574167803386,76.23574167803386,60.50273143997341,15.733010238060452,0.206373151119925,476,36,4,55.0,F,0
99850325,2024-07-12 01:23:00,Ahmedabad,Hyper,Vegetables,Britannia,Omnichannel,Card,2,51.70305412996292,55.56887675560176,111.13775351120351,103.40610825992584,7.731645251277698,0.069568126104855,254,46,10,21.0,M,0
30332671,2024-03-31 21:56:00,Bengaluru,Super,Fruits,Amul,Offline,Card,2,155.29497094853494,219.6993531452999,439.3987062905998,310.5899418970699,128.80876439352994,0.2931478007318966,491,34,10,,F,0
51703990,2024-08-16 17:20:00,Kolkata,Express,Vegetables,Amul,Online,Wallet,3,61.57293109946176,86.60408398436864,259.81225195310594,184.7187932983853,75.09345865472065,0.2890297054515905,447,21,4,24.0,M,1
85536467,2024-11-04 00:31:00,Kolkata,Hyper,Grocery,Tata,Online,UPI,4,21.491240803539394,29.30579515381809,117.22318061527235,85.96496321415758,31.25821740111479,0.2666555986371379,171,52,11,,,0
68412091,2024-10-05 01:08:00,Kolkata,Hyper,Dairy,Britannia,Offline,Wallet,2,149.90890443267892,172.75672526592106,345.5134505318421,299.81780886535785,45.69564166648428,0.1322543061526139,255,58,7,,F,0
37209611,2024-04-27 21:55:00,Kolkata,Hyper,Home Care,PepsiCo,Omnichannel,UPI,5,94.6460193203516,100.2260617112934,501.1303085564671,473.230096601758,27.900211954709107,0.055674565034945,358,57,14,,M,0
98822738,2024-12-28 20:08:00,Pune,Express,Grocery,Tata,Online,Cash,5,94.2899149202964,109.80670754261983,549.0335377130992,471.449574601482,77.58396311161727,0.1413100617400885,319,79,4,43.0,M,1
34437827,2024-12-09 05:23:00,Mumbai,Super,Dairy,Nestle,Offline,Wallet,4,142.87088522058613,153.5610602071315,614.244240828526,571.4835408823445,42.76069994618149,0.0696151418343028,166,70,7,43.0,M,0
43313263,2024-03-11 22:56:00,Kolkata,Hyper,Home Care,HUL,Omnichannel,UPI,4,55.70706021409309,63.64917448827095,254.5966979530838,222.8282408563724,31.768457096711444,0.1247795330894889,214,22,3,40.0,F,0
12415766,2024-11-27 15:22:00,Mumbai,Hyper,Beverages,PepsiCo,Online,Wallet,1,171.74750956578762,181.29501853017248,181.29501853017248,171.74750956578762,9.547508964384832,0.0526628312338094,354,35,3,55.0,F,1
40367596,2024-04-07 23:20:00,Hyderabad,Express,Dairy,Tata,Offline,Card,2,88.88231884631836,126.17421327952232,252.34842655904467,177.7646376926367,74.58378886640796,0.2955587632679643,123,76,3,,F,1
58108672,2024-01-31 08:50:00,Mumbai,Hyper,Beverages,PepsiCo,Omnichannel,Cash,4,80.87667268908282,101.70383568637511,406.81534274550046,323.5066907563313,83.30865198916916,0.2047824731165221,472,20,11,47.0,M,0
48266158,2024-12-14 20:24:00,Chennai,Super,Vegetables,Parle,Omnichannel,Wallet,3,196.1431167479481,255.46027948983317,766.3808384694994,588.4293502438444,177.951488225655,0.232197204435634,362,31,4,32.0,F,1
25865646,2024-11-23 17:04:00,Chennai,Hyper,Snacks,ITC,Omnichannel,Cash,3,164.6713911126948,186.3921472882348,559.1764418647044,494.0141733380845,65.16226852661998,0.1165325712029662,101,71,4,, male ,1
27680446,2024-01-20 11:07:00,Delhi,Hyper,Home Care,ITC,Online,Wallet,4,120.1567102527986,173.10335101180118,692.4134040472047,480.6268410111944,211.7865630360103,0.3058672200712797,333,26,11,54.0,F,0
53299610,2024-07-21 10:51:00,Kolkata,Hyper,Fruits,ITC,Online,Wallet,2,102.51040288255793,118.41586007329208,236.83172014658413,205.02080576511585,31.81091438146828,0.1343186392506008,374,28,6,,F,1
32585172,2024-10-24 19:27:00,Pune,Express,Beverages,Amul,Offline,Wallet,5,108.69464553172166,123.2627904758704,616.3139523793519,543.4732276586083,72.84072472074365,0.1181876938523516,261,56,9,64.0,M,1
74296153,2024-07-25 12:31:00,Kolkata,Super,Vegetables,Britannia,Online,Cash,5,10.372435083546414,12.890797372305087,64.45398686152545,51.86217541773207,12.591811443793382,0.1953612500471994,262,79,8,,F,0
36997772,2024-01-15 01:03:00,Pune,Super,Grocery,Nestle,Omnichannel,Wallet,4,13.749337662702809,17.314006087173116,69.25602434869246,54.99735065081123,14.258673697881235,0.2058835145675011,98,30,4,,F,1
80447615,2024-04-16 08:32:00,Kolkata,Super,Home Care,HUL,Online,UPI,4,48.20335619095633,64.07575780451262,256.3030312180505,192.8134247638253,63.48960645422517,0.2477130533825455,253,78,4,25.0, male ,0
34449964,2024-02-06 20:04:00,Hyderabad,Hyper,Snacks,PepsiCo,Omnichannel,Wallet,1,94.94404530777116,128.28629257507362,128.28629257507362,94.94404530777116,33.342247267302454,0.2599049874934256,56,79,8,38.0,F,0
47047777,2024-02-01 13:16:00,Hyderabad,Hyper,Beverages,Amul,Omnichannel,Wallet,3,187.00844632986772,268.323694457717,804.971083373151,561.0253389896033,243.94574438354775,0.3030490776902413,392,74,5,,M,1
15295308,2024-03-25 23:43:00,Kolkata,Super,Dairy,Parle,Offline,Card,3,130.46179185391924,164.34491066428149,493.03473199284446,391.3853755617577,101.64935643108674,0.2061707823710926,260,38,11,,O,0
71240214,2024-02-03 14:37:00,Mumbai,Super,Vegetables,PepsiCo,Omnichannel,Wallet,5,59.55917913801567,62.72277086459872,313.61385432299363,297.79589569007834,15.817958632915293,0.0504376908573185,244,48,3,46.0,,1
57598638,2024-10-18 02:50:00,Bengaluru,Express,Vegetables,PepsiCo,Offline,UPI,4,61.747743933639896,84.73517295852866,338.94069183411466,246.9909757345596,91.94971609955508,0.2712855620904832,227,49,13,,,0
12442543,2024-02-06 17:10:00,Delhi,Express,Beverages,ITC,Offline,Cash,1,133.85421257526372,191.8729248505721,191.8729248505721,133.85421257526372,58.01871227530839,0.3023809238353589,433,51,12,62.0,M,1
66077907,2024-10-12 17:40:00,Pune,Express,Personal Care,PepsiCo,Omnichannel,Wallet,4,41.8522136515321,54.86964526986328,219.4785810794531,167.4088546061284,52.06972647332472,0.2372428608624685,485,59,4,,M,0
70465869,2024-08-11 10:50:00,Mumbai,Express,Beverages,Nestle,Omnichannel,Cash,5,101.84531547245454,118.43155065251354,592.1577532625677,509.2265773622728,82.93117590029493,0.140049126171827,497,46,8,,F,0
74271155,2024-02-15 08:40:00,Ahmedabad,Hyper,Personal Care,Nestle,Omnichannel,UPI,2,95.01850920094732,125.22470683436596,250.44941366873192,190.03701840189464,60.41239526683728,0.2412159580726526,477,79,7,,F,0
85307399,2024-12-16 10:47:00,Bengaluru,Express,Snacks,Amul,Omnichannel,UPI,4,188.74899356045276,256.4499183089952,1025.799673235981,754.9959742418109,270.80369899417,0.2639927717464506,319,71,7,,,0
40760799,2024-12-16 02:41:00,Kolkata,Express,Fruits,ITC,Online,UPI,4,88.92710785306501,125.2727508861337,501.0910035445348,355.70843141226004,145.38257213227473,0.2901320740222664,100,34,13,,F,1
26545158,2024-05-04 15:08:00,Bengaluru,Super,Snacks,Amul,Offline,UPI,2,140.4614411737654,198.93679959320292,397.8735991864059,280.9228823475308,116.95071683887512,0.2939393744094166,185,57,12,,F,0
53637149,2024-07-12 22:02:00,Chennai,Hyper,Personal Care,Parle,Offline,Card,1,98.8793977199073,135.3773180908115,135.3773180908115,98.8793977199073,36.49792037090421,0.2696014434738712,432,48,8,64.0,F,0
46398930,2024-09-07 10:47:00,Kolkata,Express,Dairy,PepsiCo,Omnichannel,Cash,3,78.37308419690308,100.96889243522332,302.9066773056699,235.11925259070924,67.78742471496068,0.2237897999407747,258,60,9,63.0, male ,0
60586972,2024-03-14 19:40:00,Delhi,Super,Dairy,PepsiCo,Online,UPI,3,47.71247323548831,59.721972395925455,bad_value,143.13741970646493,36.02849748131143,0.2010901294555451,400,25,6,42.0,M,0
25400461,2024-06-09 14:24:00,Kolkata,Express,Snacks,Britannia,Omnichannel,Cash,4,83.94609034168441,93.00262801114816,372.01051204459264,335.78436136673764,36.226150677855,0.0973793737138067,120,48,7,,M,0
50331353,2024-11-16 14:03:00,Mumbai,Super,Home Care,PepsiCo,Omnichannel,Card,5,112.15309205146944,141.2468070440007,706.2340352200034,560.7654602573472,145.46857496265625,0.2059778596160979,179,54,14,,,0
56876615,2024-06-30 21:33:00,Kolkata,Super,Snacks,Britannia,Offline,UPI,2,133.24106709439314,168.56135457964749,337.12270915929497,266.4821341887863,70.64057497050868,0.2095396514422588,127,21,14,,F,0
12329584,2024-03-17 04:27:00,Bengaluru,Express,Snacks,PepsiCo,Offline,UPI,4,106.2570331890368,114.21454958006233,456.8581983202493,425.0281327561472,31.83006556410203,0.0696716523444977,253,65,7,,M,0
87242200,2024-12-12 04:34:00,Hyderabad,Super,Grocery,HUL,Offline,Cash,2,69.43048750561958,78.53337588170403,157.06675176340806,138.86097501123916,18.2057767521689,0.1159110795109109,339,33,13,30.0,F,1
95389637,2024-09-01 21:43:00,Delhi,Hyper,Beverages,Nestle,Online,Card,3,49.32088327344202,65.03944178207773,195.1183253462332,147.96264982032608,47.1556755259071,0.2416773280635245,221,51,14,20.0,F,1
21582499,2024-04-12 23:28:00,Pune,Hyper,Grocery,Tata,Online,Cash,1,166.45776701114258,237.213895442904,bad_value,166.45776701114258,70.7561284317614,0.2982798638319735,252,58,14,,,0
20716841,2024-03-30 13:06:00,Chennai,Hyper,Home Care,Britannia,Online,UPI,4,94.84261881913577,113.76648376198762,455.06593504795046,379.3704752765431,75.6954597714074,0.1663395432212067,115,75,8,30.0,F,0
40288384,2024-09-06 07:46:00,Pune,Hyper,Fruits,Nestle,Omnichannel,UPI,5,53.24772347263426,69.69766573779302,348.4883286889651,266.23861736317133,82.24971132579378,0.2360185537209304,461,40,14,,F,0
25023841,2024-06-16 06:59:00,Mumbai,Hyper,Vegetables,Britannia,Offline,Card,2,140.34711854026088,166.9058138398424,333.8116276796848,280.69423708052176,53.11739059916306,0.1591238476873335,231,77,8,,M,1
97865408,2024-09-20 05:46:00,Ahmedabad,Express,Personal Care,PepsiCo,Online,Card,1,34.43660547359244,37.334036574820665,37.334036574820665,34.43660547359244,2.897431101228229,0.077608299746038,198,72,12,,O,0
20897104,2024-01-14 09:20:00,Chennai,Super,Grocery,Parle,Offline,Cash,4,159.29600805989173,205.57140257753755,822.2856103101502,637.1840322395669,185.1015780705833,0.2251061866457404,341,40,5,63.0,F,0
46418965,2024-10-07 19:40:00,Pune,Express,Home Care,ITC,Online,Card,1,57.87368922152888,83.28888427989845,83.28888427989845,57.87368922152888,25.415195058369576,0.3051451016315686,221,61,14,39.0,M,0
91670612,2024-03-12 19:23:00,Chennai,Hyper,Home Care,HUL,Omnichannel,UPI,5,154.27844058330885,167.09238697097325,835.4619348548663,771.3922029165442,64.0697319383221,0.0766877930224936,407,26,12,41.0,F,1
57473503,2024-02-24 07:17:00,Delhi,Super,Beverages,Amul,Online,UPI,3,180.39285405320925,216.00627627568957,648.0188288270687,541.1785621596277,106.84026666744091,0.1648721640709493,346,22,6,,M,0
76571673,2024-07-19 03:58:00,Ahmedabad,Express,Snacks,Tata,Omnichannel,UPI,3,84.81463494904963,111.89823595151104,335.69470785453314,254.4439048471489,81.25080300738423,0.242037783457083,282,56,12,,F,0
45081354,2024-03-20 12:56:00,Bengaluru,Super,Grocery,Britannia,Omnichannel,Wallet,3,47.72107393982497,67.01827775919675,201.05483327759023,143.1632218194749,57.89161145811536,0.2879394168962165,422,30,8,41.0,M,1
68882754,2024-12-02 01:02:00,Bengaluru,Hyper,Fruits,Nestle,Online,Wallet,2,138.3668927143545,175.93788874749555,351.8757774949911,276.733785428709,75.14199206628211,0.2135469301161309,344,47,13,61.0,M,1
19657212,2024-01-06 22:53:00,Delhi,Express,Snacks,Tata,Online,Card,5,155.653049280264,214.29295028480556,1071.4647514240276,778.2652464013199,293.1995050227076,0.2736436309575574,481,32,8,,M,0
74136852,2024-11-18 10:05:00,Hyderabad,Hyper,Vegetables,Parle,Omnichannel,Cash,2,146.29272924008356,153.96391385149363,307.92782770298726,292.5854584801671,15.34236922282014,0.0498245622595002,381,28,3,,M,0
48469630,2024-06-28 00:19:00,Bengaluru,Express,Beverages,Parle,Online,Wallet,1,25.12382989678504,35.86855313942389,35.86855313942389,25.12382989678504,10.744723242638848,0.2995583122874587,390,43,12,23.0,F,0
71344595,2024-01-24 08:45:00,Bengaluru,Hyper,Home Care,Britannia,Omnichannel,Cash,1,75.44504563099251,84.81501256565694,84.81501256565694,75.44504563099251,9.369966934664433,0.110475335099561,398,27,14,43.0,F,1
38444758,2024-04-04 14:37:00,Kolkata,Hyper,Fruits,Parle,Offline,Cash,1,54.97059097283237,79.08738928314813,79.08738928314813,54.97059097283237,24.11679831031576,0.3049386068867814,289,27,10,38.0,M,0
43365692,2024-11-06 07:08:00,Chennai,Express,Home Care,PepsiCo,Online,Card,2,53.82442756222065,77.16843415705921,154.33686831411842,107.6488551244413,46.68801318967712,0.302507195459312,418,50,4,28.0,F,0
82599731,2024-09-03 02:50:00,Delhi,Super,Dairy,Britannia,Online,Cash,4,137.42141993989298,181.4716683160979,725.8866732643916,549.6856797595719,176.20099350481962,0.2427389839138725,90,26,6,43.0,M,0
97443643,2024-10-21 19:38:00,Mumbai,Super,Personal Care,PepsiCo,Online,Cash,1,75.2376721594335,91.94364696723925,91.94364696723925,75.2376721594335,16.705974807805745,0.1816979786951273,234,60,3,47.0,M,1
69313135,2024-06-07 08:07:00,Kolkata,Super,Home Care,Tata,Omnichannel,Cash,3,130.81069179406094,156.41141334939124,469.2342400481737,392.4320753821828,76.80216466599092,0.1636755336910325,142,54,13,40.0,F,1
59956548,2024-06-29 15:36:00,Hyderabad,Express,Dairy,Nestle,Offline,Card,4,144.17015991622986,161.49553827916296,645.9821531166518,576.6806396649195,69.30151345173238,0.107280848421857,356,25,11,29.0,M,0
55246345,2024-05-28 06:03:00,Delhi,Hyper,Grocery,Nestle,Offline,Wallet,5,96.94954309274276,123.35327057460674,616.7663528730337,484.74771546371386,132.0186374093199,0.2140496750420121,53,49,6,,O,1
29222574,2024-05-29 07:01:00,Pune,Express,Grocery,ITC,Omnichannel,Cash,1,130.6616698391465,159.67717465393923,159.67717465393923,130.6616698391465,29.01550481479273,0.1817135409470806,312,71,11,,F,0
75858016,2024-03-08 06:00:00,Bengaluru,Hyper,Grocery,Parle,Omnichannel,Card,2,15.878032198866752,21.127639010699657,42.25527802139931,31.756064397733503,10.49921362366581,0.2484710577066538,465,61,8,,F,0
21131153,2024-01-07 23:34:00,Mumbai,Hyper,Home Care,PepsiCo,Online,Card,3,135.03895499330528,156.98421857459292,470.9526557237788,405.1168649799158,65.83579074386296,0.1397928007066525,273,56,10,45.0,F,0
26140762,2024-01-28 22:39:00,Pune,Hyper,Personal Care,HUL,Omnichannel,Card,4,40.54704611304346,53.13089805748378,212.52359222993516,162.18818445217386,50.33540777776128,0.2368462119880884,392,74,8,27.0,F,1
41878745,2024-05-27 06:15:00,Ahmedabad,Hyper,Home Care,Parle,Omnichannel,Card,1,97.2651830796361,115.83883883238448,115.83883883238448,97.2651830796361,18.57365575274838,0.1603404863167174,199,30,10,,F,0
17055134,2024-12-27 08:38:00,Hyderabad,Hyper,Beverages,HUL,Omnichannel,UPI,3,138.33197601151485,169.821708404588,509.46512521376405,414.9959280345446,94.46919717921946,0.1854281922429559,145,47,9,,M,0
58508967,2024-02-22 19:07:00,Chennai,Super,Snacks,Amul,Online,Card,2,13.244792914044035,18.692416442945035,37.38483288589007,26.48958582808807,10.895247057802,0.2914349541445757,320,49,6,,F,0
49416577,2024-09-26 04:32:00,Delhi,Super,Beverages,ITC,Offline,Wallet,1,90.00766693886203,128.5459134564903,128.5459134564903,90.00766693886203,38.53824651762827,0.2998014132177958,423,58,3,,F,1
97994165,2024-11-16 06:28:00,Mumbai,Hyper,Personal Care,Parle,Omnichannel,Wallet,2,62.52730720974986,71.22059986835718,142.44119973671437,125.05461441949971,17.386585317214653,0.1220614916846508,297,55,13,58.0,,0
64533572,2024-07-05 10:29:00,Kolkata,Super,Beverages,HUL,Omnichannel,Wallet,3,16.89662071227664,22.591110254971028,67.77333076491308,50.68986213682992,17.083468628083168,0.2520677150624482,254,56,7,,M,1
88524251,2024-03-19 21:47:00,Mumbai,Express,Snacks,Nestle,Online,Card,5,76.15374600295063,100.60403149181926,503.02015745909625,380.7687300147532,122.25142744434312,0.2430348478714476,461,33,7,57.0,F,1
27960177,2024-03-07 18:47:00,Ahmedabad,Express,Vegetables,Britannia,Online,Card,4,47.77306615855373,63.74721192112451,254.98884768449804,191.09226463421493,63.89658305028311,0.2505857947534373,484,45,12,,F,0
89108536,2024-10-15 20:41:00,Mumbai,Express,Dairy,Tata,Online,Card,2,146.8030981540968,187.8788238210689,375.7576476421377,293.6061963081936,82.15145133394412,0.2186288205960431,476,76,6,45.0,F,0
43149550,2024-12-06 05:16:00,Pune,Express,Beverages,PepsiCo,Online,UPI,3,181.0456815080261,199.42749246865512,598.2824774059653,543.1370445240784,55.1454328818869,0.0921729032095116,469,26,5,61.0,F,0
51816685,2024-01-09 05:07:00,Chennai,Express,Fruits,Britannia,Omnichannel,UPI,5,68.63482537716902,72.88309343023198,364.4154671511599,343.1741268858451,21.24134026531476,0.0582887999550903,261,37,11,50.0,F,0
91491110,2024-10-01 02:56:00,Chennai,Super,Home Care,HUL,Online,Wallet,2,133.8064229774216,167.6078848386317,335.2157696772634,267.6128459548432,67.6029237224202,0.2016698790379296,131,49,4,,M,1
97158810,2024-04-16 18:40:00,Kolkata,Super,Home Care,Parle,Omnichannel,Wallet,3,39.66615947609941,54.33674392846351,163.01023178539054,118.99847842829824,44.01175335709232,0.2699938088244396,335,79,5,45.0,M,0
48333149,2024-12-16 00:13:00,Mumbai,Hyper,Vegetables,Nestle,Online,Wallet,2,73.4878553160091,84.42984642088075,168.8596928417615,146.9757106320182,21.88398220974329,0.1295986143374712,245,55,7,22.0,F,1
54891299,2024-09-17 03:29:00,Hyderabad,Super,Home Care,PepsiCo,Online,Cash,5,102.94187475610096,133.82314976039362,669.115748801968,514.7093737805048,154.4063750214632,0.2307618305172509,208,47,8,61.0,M,0
36135276,2024-08-09 13:47:00,Hyderabad,Hyper,Home Care,Amul,Online,Cash,4,196.9562202389589,227.57787073172,910.31148292688,787.8248809558357,122.48660197104424,0.1345546049547997,217,61,10,34.0,M,1
